student_id,faculty,cathedra,scienceStars,sportStars,creationStars,volunteerStars
7425354,Физический факультет,Кафедра физики и методики преподавания физики,1,86,70,60
85026731,Физический факультет,Кафедра физики и методики преподавания физики,5,14,97,62
88437277,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",87,4,69,86
14794580,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",51,56,35,7
56549567,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,35,36,77,71
47594411,Химико-биологический факультет,Кафедра химии,11,13,90,50
90781413,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,9,8,7,31
40955512,Химико-биологический факультет,Кафедра биохимии и микробиологии,93,50,25,49
64168357,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,88,21,12,86
57860140,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",20,55,86,60
17916299,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,96,17,99,50
54424283,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,65,75,68,97
8160978,Юридический факультет,Кафедра гражданского права и процесса,39,42,16,40
99877532,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,27,53,80,21
28917245,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,91,79,94,35
24460596,Юридический факультет,Кафедра уголовного процесса и криминалистики,71,35,98,7
57334185,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,92,11,25,26
36891397,Архитектурно-строительный факультет,Кафедра строительных конструкций,86,82,9,25
40490737,Юридический факультет,Кафедра гражданского права и процесса,37,39,42,54
58073901,Физический факультет,Кафедра радиофизики и электроники,24,25,4,88
42695045,Институт наук о Земле,Кафедра географии и регионоведения,8,33,12,16
55559600,Химико-биологический факультет,Кафедра биохимии и микробиологии,96,33,73,86
31514115,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",51,62,36,96
6964770,Юридический факультет,Кафедра теории государства и права и конституционного права,85,14,45,56
91723519,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",71,1,19,96
12371439,Институт языков и культур,Кафедра журналистики,30,71,98,33
98250292,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,36,8,22,26
61700566,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,79,42,11,7
25923581,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,1,80,76,17
54751199,Химико-биологический факультет,Кафедра биологии и почвоведения,34,3,23,17
83382730,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",73,32,77,93
31886732,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,81,84,25,86
51070806,Транспортный факультет,Кафедра автомобильного транспорта,9,54,48,80
54006146,Аэрокосмический институт,Кафедра летательных аппаратов,83,7,44,68
11315230,Химико-биологический факультет,Кафедра химии,24,89,66,93
9875238,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,100,93,57,32
4310728,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",1,29,17,65
21391180,Химико-биологический факультет,Кафедра биохимии и микробиологии,39,43,33,61
46545460,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,92,61,23,22
65306660,Институт математики и информационных технологий,Кафедра прикладной математики,72,53,59,6
16943030,Институт математики и информационных технологий,Кафедра компьютерной безопасности и математического обеспечения информационных систем,36,11,66,43
96441983,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,1,8,63,67
63310581,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",5,72,36,56
61885746,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,10,43,93,98
74108660,Институт языков и культур,Кафедра журналистики,61,62,80,46
96121101,Аэрокосмический институт,Кафедра управления и информатики в технических системах,80,57,39,94
65129530,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,21,34,6,76
7757461,Институт наук о Земле,Кафедра экологии и природопользования,48,80,4,12
64984151,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,85,89,73,29
77080932,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,86,51,23,25
94802206,Аэрокосмический институт,Кафедра систем автоматизации производства,97,6,86,49
62541276,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,27,91,78,54
75698048,Транспортный факультет,Кафедра автомобильного транспорта,22,58,76,56
3633303,Химико-биологический факультет,Кафедра биохимии и микробиологии,92,56,63,42
48994962,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",83,44,80,85
93534463,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,67,50,91,66
39101439,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,63,1,99,40
4322047,Институт менеджмента экономики и предпринимательства,Кафедра менеджмента,80,19,79,44
94686341,Физический факультет,Кафедра медико-биологической техники,75,52,18,93
45639436,Аэрокосмический институт,Кафедра систем автоматизации производства,48,73,1,89
48478182,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,52,44,53,42
97564361,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,4,100,78,29
90517172,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,6,79,16,38
18404206,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",26,18,74,35
17172602,Аэрокосмический институт,Кафедра управления и информатики в технических системах,9,9,6,92
67085260,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,10,37,24,7
210791,Юридический факультет,Кафедра теории государства и права и конституционного права,14,21,79,12
42778511,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,52,19,40,20
48253279,Физический факультет,Кафедра медико-биологической техники,25,41,72,82
11186897,Институт языков и культур,Кафедра русской филологии и методики преподавания русского языка,48,63,26,65
18887676,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",95,35,46,73
14860675,Институт наук о Земле,Кафедра безопасности жизнедеятельности,90,46,11,70
36383910,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,71,95,34,5
78451595,Физический факультет,Кафедра физики и методики преподавания физики,46,88,100,99
20039725,Химико-биологический факультет,Кафедра биологии и почвоведения,10,20,25,11
61085462,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",24,78,7,60
46109717,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,93,9,32,90
69713055,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,23,72,20,15
48383781,Институт наук о Земле,Кафедра географии и регионоведения,77,84,66,70
98814076,Аэрокосмический институт,Кафедра систем автоматизации производства,50,41,31,66
85830960,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,96,3,100,89
89642525,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",40,23,14,88
43981735,Институт языков и культур,Кафедра дизайна,71,53,95,97
25988680,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",27,2,95,26
92948631,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,8,57,43,57
20335940,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,49,52,82,54
53383419,Химико-биологический факультет,Кафедра химии,94,14,58,73
25409871,Физический факультет,Кафедра биофизики и физики конденсированного состояния,24,78,2,85
86667458,Юридический факультет,Кафедра гражданского права и процесса,10,79,19,32
98060383,Институт наук о Земле,Кафедра безопасности жизнедеятельности,70,63,63,100
5215913,Институт менеджмента экономики и предпринимательства,"Кафедра экономической теории, региональной и отраслевой экономики",78,65,8,14
70873393,Химико-биологический факультет,Кафедра химии,67,34,46,95
313380,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",54,56,54,44
27547557,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,26,91,38,51
11631445,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",15,1,5,42
85475461,Институт менеджмента экономики и предпринимательства,Кафедра финансов,52,50,22,1
99188384,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,45,95,15,36
97460277,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",12,10,79,61
31041160,Юридический факультет,Кафедра уголовного процесса и криминалистики,59,94,17,16
38114812,Институт языков и культур,Кафедра иностранных языков,19,25,96,40
64585992,Юридический факультет,Кафедра теории государства и права и конституционного права,41,73,31,35
56214038,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,77,18,49,87
12833300,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,72,80,15,58
32665171,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,4,86,79,47
7394704,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",37,74,67,45
31111,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,80,37,39,17
86509201,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",63,97,38,60
60727834,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",36,37,94,38
98225866,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",81,93,86,11
27102538,Институт социальных и гуманитарных наук,Кафедра истории,98,97,19,53
90704566,Институт социальных и гуманитарных наук,Кафедра истории,61,93,37,82
45685322,Химико-биологический факультет,Кафедра биохимии и микробиологии,12,33,83,64
86120244,Химико-биологический факультет,Кафедра биологии и почвоведения,72,31,26,36
10529184,Институт математики и информационных технологий,Кафедра информатики,56,38,91,89
50808632,Физический факультет,Кафедра медико-биологической техники,67,98,51,31
22330723,Физический факультет,Кафедра медико-биологической техники,9,27,39,23
13108868,Физический факультет,Кафедра радиофизики и электроники,67,59,34,23
41753569,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,56,31,4,67
4114381,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",29,51,32,7
51746932,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,68,70,73,3
61954313,Институт языков и культур,Кафедра дизайна,45,5,42,1
99206416,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",48,16,70,68
57983991,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,82,79,9,10
47647519,Институт наук о Земле,Кафедра экологии и природопользования,96,27,76,62
43197494,Физический факультет,Кафедра радиофизики и электроники,3,23,17,81
8581403,Архитектурно-строительный факультет,Кафедра технологии строительного производства,23,27,90,2
57037462,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,94,74,37,17
95532986,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",4,52,48,2
44221679,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,85,71,18,25
8266552,Институт менеджмента экономики и предпринимательства,Кафедра банковского дела и страхования,2,29,1,59
79460051,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,20,22,33,16
76817257,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,20,82,16,5
94294081,Архитектурно-строительный факультет,Кафедра архитектуры,15,60,86,21
30281608,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",6,57,83,82
99046843,Юридический факультет,Кафедра уголовного процесса и криминалистики,39,94,92,64
38021390,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,38,44,68,56
76750679,Архитектурно-строительный факультет,Кафедра строительных конструкций,31,52,34,20
57136559,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,34,39,86,35
13145996,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",11,19,2,16
35133553,Институт менеджмента экономики и предпринимательства,"Кафедра экономической теории, региональной и отраслевой экономики",94,1,86,64
37906894,Химико-биологический факультет,Кафедра биохимии и микробиологии,40,26,10,76
22731774,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,30,61,74,32
69617852,Химико-биологический факультет,Кафедра биологии и почвоведения,98,95,95,24
82088884,Институт математики и информационных технологий,Кафедра прикладной математики,30,21,73,69
93485219,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",43,82,41,11
95815571,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,60,31,33,84
17722111,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,9,91,5,5
18120971,Юридический факультет,Кафедра уголовного права,90,73,33,37
59117599,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,25,18,25,52
62167956,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,91,23,31,87
99770407,Физический факультет,Кафедра биофизики и физики конденсированного состояния,70,23,16,5
17054168,Химико-биологический факультет,Кафедра химии,89,25,59,88
8516293,Институт математики и информационных технологий,Кафедра программного обеспечения вычислительной техники и автоматизированных систем,51,87,57,67
47356946,Институт математики и информационных технологий,Кафедра математических методов и моделей в экономике,69,13,100,67
6405614,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,56,61,30,79
86457183,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,68,55,7,10
6961176,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",24,33,68,34
39458018,Юридический факультет,Кафедра уголовного процесса и криминалистики,91,36,91,57
72497138,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,30,66,77,21
94664293,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",55,56,46,64
87371372,Институт языков и культур,Кафедра журналистики,11,55,62,92
40162897,Химико-биологический факультет,Кафедра биохимии и микробиологии,93,17,34,13
69626258,Аэрокосмический институт,Кафедра материаловедения и технологии материалов,90,39,44,29
62945553,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,17,24,44,24
30836562,Физический факультет,Кафедра медико-биологической техники,29,76,1,25
61001539,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,6,5,28,35
72117526,Юридический факультет,Кафедра организации судебной и прокурорско-следственной деятельности,75,31,99,38
97864262,Физический факультет,Кафедра медико-биологической техники,36,44,81,49
38051036,Институт менеджмента экономики и предпринимательства,Кафедра маркетинга и торгового дела,65,21,44,17
87196724,Юридический факультет,Кафедра конкурентного права и развития конкуренции,68,33,56,58
31450413,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",7,77,89,86
5518606,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",70,41,100,21
94141886,Аэрокосмический институт,Кафедра управления и информатики в технических системах,18,84,1,18
37848343,Архитектурно-строительный факультет,Кафедра технологии строительного производства,18,15,94,78
92412440,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,68,87,61,10
77068669,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",18,9,20,15
14291103,Юридический факультет,Кафедра уголовного процесса и криминалистики,33,38,62,26
47316918,Институт математики и информационных технологий,Кафедра программного обеспечения вычислительной техники и автоматизированных систем,99,97,24,44
84852129,Физический факультет,Кафедра биофизики и физики конденсированного состояния,58,63,22,2
13398323,Институт языков и культур,Кафедра дизайна,13,17,36,75
27946362,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,11,96,86,92
24380054,Институт наук о Земле,Кафедра экологии и природопользования,71,57,100,28
11247426,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,23,78,81,53
35205830,Аэрокосмический институт,Кафедра систем автоматизации производства,66,87,30,15
38575059,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,43,94,21,45
91905955,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",97,72,70,17
94508270,Институт наук о Земле,Кафедра географии и регионоведения,35,7,58,19
1254167,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,23,48,47,40
35534878,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",92,42,76,100
71710353,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,99,26,4,66
31012552,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,34,92,92,35
38521704,Аэрокосмический институт,Кафедра материаловедения и технологии материалов,1,19,47,94
39875003,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",38,68,99,30
90549112,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",72,11,93,1
97722111,Физический факультет,Кафедра биофизики и физики конденсированного состояния,27,33,55,37
37223410,Юридический факультет,Кафедра уголовного процесса и криминалистики,72,85,29,99
46430070,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",40,55,85,38
45519320,Юридический факультет,Кафедра уголовного права,16,77,65,59
61093087,Химико-биологический факультет,Кафедра биологии и почвоведения,100,26,90,5
26295462,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,55,57,9,54
48509958,Химико-биологический факультет,Кафедра биологии и почвоведения,86,37,61,96
64545330,Институт языков и культур,Кафедра журналистики,30,96,80,66
67506504,Институт наук о Земле,Кафедра географии и регионоведения,13,91,32,12
35195745,Физический факультет,Кафедра физики и методики преподавания физики,34,97,77,61
79481631,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",2,94,51,73
88318215,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,39,87,98,4
47846666,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",93,62,63,67
50582829,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,55,42,65,97
55239562,Институт менеджмента экономики и предпринимательства,Кафедра финансов,52,57,13,22
34369190,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,59,73,79,27
29581190,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,54,12,92,78
16855040,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,58,58,73,80
7508725,Институт математики и информационных технологий,Кафедра математики и цифровых технологий,19,93,39,100
47206655,Транспортный факультет,Кафедра автомобильного транспорта,2,73,35,82
77824796,Институт языков и культур,Кафедра иностранных языков,16,78,38,38
84060871,Юридический факультет,Кафедра административного и финансового права,20,37,42,23
10691206,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,60,89,28,5
1625383,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,64,42,11,48
37224041,Химико-биологический факультет,Кафедра биологии и почвоведения,29,55,27,91
4971218,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",25,88,40,80
64370623,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",23,3,51,75
22400553,Юридический факультет,Кафедра теории государства и права и конституционного права,26,51,62,44
96754762,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,76,4,92,48
59655088,Физический факультет,Кафедра медико-биологической техники,65,83,44,56
67198015,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",28,56,77,87
65339680,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",70,32,43,4
92870220,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",97,55,60,11
68015575,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,90,92,44,32
88655183,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,49,50,76,25
19112208,Институт наук о Земле,Кафедра географии и регионоведения,14,70,28,71
86223919,Юридический факультет,Кафедра гражданского права и процесса,19,42,50,52
761940,Юридический факультет,Кафедра уголовного права,4,90,35,31
66330331,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,49,44,93,93
92179797,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,12,14,89,88
23078196,Институт математики и информационных технологий,Кафедра математических методов и моделей в экономике,91,88,46,61
59275558,Химико-биологический факультет,Кафедра биохимии и микробиологии,14,93,26,84
13163365,Физический факультет,Кафедра радиофизики и электроники,64,69,44,29
48997894,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,62,72,45,53
78592206,Институт математики и информационных технологий,Кафедра математических методов и моделей в экономике,9,9,72,89
44739176,Институт языков и культур,Кафедра иностранных языков,70,60,99,97
31565648,Институт языков и культур,Кафедра английской филологии и методики преподавания английского языка,52,86,44,61
73675263,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,49,52,56,75
1627954,Юридический факультет,Кафедра организации судебной и прокурорско-следственной деятельности,98,75,3,3
3626385,Физический факультет,Кафедра медико-биологической техники,43,30,86,53
55001015,Юридический факультет,Кафедра организации судебной и прокурорско-следственной деятельности,80,49,12,61
42143640,Институт математики и информационных технологий,Кафедра компьютерной безопасности и математического обеспечения информационных систем,65,18,63,27
63203962,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",46,25,35,66
4610897,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,91,74,48,62
63276687,Аэрокосмический институт,Кафедра летательных аппаратов,61,12,94,42
20517458,Аэрокосмический институт,Кафедра систем автоматизации производства,45,50,58,4
24797489,Аэрокосмический институт,Кафедра систем автоматизации производства,77,87,100,8
1734926,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",41,43,77,84
84340263,Транспортный факультет,Кафедра автомобильного транспорта,84,4,7,80
22543548,Институт наук о Земле,Кафедра географии и регионоведения,77,16,87,51
50724537,Институт языков и культур,Кафедра журналистики,18,32,66,16
8563033,Институт наук о Земле,Кафедра безопасности жизнедеятельности,36,64,21,38
91536783,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",94,13,70,98
4217676,Аэрокосмический институт,Кафедра управления и информатики в технических системах,50,64,12,76
11258353,Физический факультет,Кафедра биофизики и физики конденсированного состояния,100,96,41,15
83672200,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,17,48,9,26
42984968,Институт наук о Земле,Кафедра безопасности жизнедеятельности,96,29,78,10
12444379,Аэрокосмический институт,Кафедра летательных аппаратов,80,91,7,42
39677088,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",36,70,8,28
53424754,Институт языков и культур,Кафедра журналистики,100,96,44,49
