student_id,faculty,cathedra,scienceStars,sportStars,creationStars,volunteerStars
16055162,Юридический факультет,Кафедра гражданского права и процесса,97,104,107,104
82904490,Институт менеджмента экономики и предпринимательства,Кафедра маркетинга и торгового дела,103,103,102,102
35289549,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,100,102,104,104
51541153,Архитектурно-строительный факультет,Кафедра архитектуры,102,104,101,101
39905028,Институт наук о Земле,Кафедра экологии и природопользования,93,106,103,106
5546430,Химико-биологический факультет,Кафедра биохимии и микробиологии,97,102,105,104
65631467,Юридический факультет,Кафедра уголовного права,98,103,104,103
92758190,Архитектурно-строительный факультет,Кафедра технологии строительного производства,95,107,101,105
47606265,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,98,106,102,102
38257424,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",101,101,104,102
15907025,Физический факультет,Кафедра радиофизики и электроники,94,105,102,107
27916977,Химико-биологический факультет,Кафедра биологии и почвоведения,94,104,105,105
23877345,Юридический факультет,Кафедра гражданского права и процесса,92,107,107,102
39075095,Химико-биологический факультет,Кафедра биохимии и микробиологии,97,106,102,103
516739,Институт наук о Земле,Кафедра экологии и природопользования,102,102,101,103
91558800,Транспортный факультет,Кафедра автомобильного транспорта,99,104,101,104
86218858,Институт математики и информационных технологий,Кафедра вычислительной техники и защиты информации,92,105,106,105
31700112,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",97,102,106,103
43870398,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,94,105,103,106
75786967,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",97,105,105,101
20333271,Институт наук о Земле,Кафедра безопасности жизнедеятельности,93,105,106,104
59750772,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,94,104,105,105
46468803,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",91,107,107,103
61614744,Химико-биологический факультет,Кафедра биохимии и микробиологии,96,105,105,102
88308456,Юридический факультет,Кафедра административного и финансового права,94,107,104,103
40046031,Физический факультет,Кафедра физики и методики преподавания физики,97,105,102,104
51412806,Физический факультет,Кафедра медико-биологической техники,100,103,102,103
63846438,Институт наук о Земле,Кафедра безопасности жизнедеятельности,99,101,104,104
24999846,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,94,105,105,104
1358538,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,96,106,101,105
45329089,Архитектурно-строительный факультет,Кафедра архитектуры,99,104,103,102
56592565,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,93,107,106,102
57671741,Институт языков и культур,Кафедра иностранных языков,94,104,103,107
98100507,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,101,103,101,101
53796581,Физический факультет,Кафедра медико-биологической техники,93,105,103,105
87557988,Институт языков и культур,Кафедра русской филологии и методики преподавания русского языка,90,105,106,105
13107036,Институт языков и культур,Кафедра дизайна,94,102,103,107
53338171,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",92,106,105,103
96865799,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",99,101,105,101
45705541,Институт языков и культур,Кафедра иностранных языков,92,103,104,107
40089609,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",92,105,107,102
91633542,Институт наук о Земле,Кафедра географии и регионоведения,94,102,107,103
42551076,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,97,105,101,103
26709464,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,96,102,106,102
74737387,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,96,103,106,101
86829193,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,91,106,104,105
45287055,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,94,105,105,102
45248441,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,99,102,102,103
64977114,Институт математики и информационных технологий,Кафедра прикладной информатики в экономике и управлении,100,102,102,102
91015358,Юридический факультет,Кафедра теории государства и права и конституционного права,97,101,104,104
646706,Юридический факультет,Кафедра гражданского права и процесса,92,105,103,106
90954196,Физический факультет,Кафедра биофизики и физики конденсированного состояния,89,106,106,105
70014489,Аэрокосмический институт,Кафедра управления и информатики в технических системах,93,107,103,103
20401388,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,95,103,102,106
99232230,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,96,106,102,102
95692786,Институт наук о Земле,Кафедра географии и регионоведения,88,106,107,105
99485104,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,100,102,102,102
87351666,Химико-биологический факультет,Кафедра химии,90,105,105,106
35073445,Транспортный факультет,Кафедра автомобильного транспорта,91,105,107,103
9924299,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,94,105,103,104
31100888,Химико-биологический факультет,Кафедра химии,93,105,106,102
92024373,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",96,103,105,102
35759523,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",95,105,101,105
3749439,Институт наук о Земле,Кафедра географии и регионоведения,94,103,105,104
85889553,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,94,106,102,104
31042890,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,93,105,104,104
84326786,Химико-биологический факультет,Кафедра химии,92,105,105,104
39868686,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",94,103,104,105
27925081,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,97,102,102,105
71467798,Институт социальных и гуманитарных наук,Кафедра истории,97,104,102,103
82114254,Физический факультет,Кафедра медико-биологической техники,88,106,106,106
43375708,Институт наук о Земле,Кафедра безопасности жизнедеятельности,96,101,104,105
58640207,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",92,102,107,105
88387798,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",88,107,105,106
12587131,Институт наук о Земле,Кафедра географии и регионоведения,96,103,104,103
71653306,Транспортный факультет,Кафедра автомобильного транспорта,96,103,103,104
51041025,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",97,102,105,102
97045037,Юридический факультет,Кафедра теории государства и права и конституционного права,95,104,105,102
93910109,Институт менеджмента экономики и предпринимательства,Кафедра маркетинга и торгового дела,97,101,104,104
10392414,Аэрокосмический институт,Кафедра управления и информатики в технических системах,90,104,106,106
42938847,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,96,103,104,103
95896846,Юридический факультет,Кафедра уголовного процесса и криминалистики,98,102,101,105
59222378,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",94,106,104,102
31165549,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",97,104,101,104
40899581,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,97,101,106,102
4727644,Институт языков и культур,Кафедра журналистики,91,105,103,107
79854355,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,95,104,104,103
63421723,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,99,102,101,104
71444387,Институт менеджмента экономики и предпринимательства,Кафедра банковского дела и страхования,97,101,104,104
80181251,Транспортный факультет,Кафедра автомобильного транспорта,97,102,105,102
87669770,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,91,107,103,105
21689094,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",95,103,106,102
49355549,Физический факультет,Кафедра физики и методики преподавания физики,93,105,101,107
25780719,Институт менеджмента экономики и предпринимательства,Кафедра менеджмента,91,106,103,106
47773214,Институт социальных и гуманитарных наук,Кафедра истории,94,105,105,102
66475873,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,92,102,106,106
59158721,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",93,105,106,102
94900614,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,92,104,105,105
68424655,Юридический факультет,Кафедра административного и финансового права,92,106,105,103
41153649,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,89,106,106,105
26413364,Химико-биологический факультет,Кафедра биологии и почвоведения,94,101,105,106
98795620,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,94,106,105,101
84723632,Химико-биологический факультет,Кафедра биологии и почвоведения,101,101,102,102
83494166,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",89,104,107,106
90605295,Институт менеджмента экономики и предпринимательства,Кафедра менеджмента,90,105,106,105
81158094,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,94,102,104,106
99838399,Физический факультет,Кафедра медико-биологической техники,97,103,103,103
75745950,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,92,102,105,107
42306892,Физический факультет,Кафедра биофизики и физики конденсированного состояния,99,104,101,102
92460346,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,92,104,103,107
74254397,Институт математики и информационных технологий,Кафедра статистики и эконометрики,89,105,106,106
40404191,Институт языков и культур,Кафедра теории и практики перевода,95,102,105,104
40773371,Физический факультет,Кафедра физики и методики преподавания физики,98,102,102,104
65277363,Институт наук о Земле,Кафедра экологии и природопользования,99,105,102,100
90912068,Институт языков и культур,Кафедра журналистики,95,106,103,102
6967669,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",98,105,102,101
20750490,Институт математики и информационных технологий,Кафедра информатики,101,103,101,101
94296726,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,94,106,102,104
57889011,Физический факультет,Кафедра физики и методики преподавания физики,96,105,100,105
45496630,Институт математики и информационных технологий,Кафедра информатики,99,101,105,101
44051798,Институт наук о Земле,Кафедра географии и регионоведения,102,101,101,102
25304183,Химико-биологический факультет,Кафедра химии,97,100,105,104
46961543,Институт социальных и гуманитарных наук,Кафедра истории,96,104,104,102
7723125,Юридический факультет,Кафедра теории государства и права и конституционного права,102,101,103,100
1022667,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,100,101,100,105
57828352,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,99,101,100,106
21748918,Институт менеджмента экономики и предпринимательства,"Кафедра управления персоналом, сервиса и туризма",97,106,101,102
21070967,Аэрокосмический институт,Кафедра систем автоматизации производства,103,102,101,100
43098987,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",96,105,105,100
58964637,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,93,104,104,105
73232538,Химико-биологический факультет,Кафедра биохимии и микробиологии,98,102,103,103
48427562,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,101,102,101,100
93751730,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,96,103,104,101
21847481,Институт социальных и гуманитарных наук,Кафедра истории,96,101,104,103
75198532,Физический факультет,Кафедра медико-биологической техники,95,101,102,106
67188480,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,99,103,101,101
26221764,Институт наук о Земле,Кафедра экологии и природопользования,96,101,106,101
74553965,Юридический факультет,Кафедра уголовного процесса и криминалистики,94,102,105,103
56846390,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",93,103,102,106
406309,Химико-биологический факультет,Кафедра химии,92,104,103,105
40749888,Факультет прикладной биотехнологии и инженерии,Кафедра пищевой биотехнологии,95,104,102,103
78987222,Аэрокосмический институт,Кафедра управления и информатики в технических системах,92,102,105,105
42005910,Аэрокосмический институт,Кафедра материаловедения и технологии материалов,94,105,100,105
97834932,Архитектурно-строительный факультет,Кафедра архитектуры,97,103,103,101
87275579,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,99,100,102,103
53726337,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,91,103,106,104
39916539,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,95,101,103,105
67986120,Транспортный факультет,Кафедра автомобильного транспорта,95,105,102,102
45808045,Транспортный факультет,Кафедра технической эксплуатации и ремонта автомобилей,95,102,103,104
55674749,Институт наук о Земле,Кафедра безопасности жизнедеятельности,94,100,104,106
85454457,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,89,104,106,105
70067395,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,92,101,106,105
75681645,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,96,104,103,101
56651864,Институт социальных и гуманитарных наук,Кафедра общей психологии и психологии личности,94,103,104,103
3388871,Институт наук о Земле,Кафедра безопасности жизнедеятельности,95,101,104,104
11731206,Институт менеджмента экономики и предпринимательства,"Кафедра рекламы, связей с общественностью и прикладной политологии",93,103,103,105
30906501,Химико-биологический факультет,Кафедра биохимии и микробиологии,94,103,101,106
87468488,Институт менеджмента экономики и предпринимательства,"Кафедра экономической теории, региональной и отраслевой экономики",95,102,104,103
70058028,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,96,104,100,104
90250320,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",91,104,103,106
74009248,Институт языков и культур,Кафедра журналистики,101,101,101,100
80454600,Физический факультет,Кафедра физики и методики преподавания физики,92,105,102,104
7181770,Институт языков и культур,Кафедра дизайна,96,104,100,103
79301483,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",95,102,104,102
73721747,Институт языков и культур,Кафедра журналистики,98,101,101,103
34018474,Юридический факультет,Кафедра конкурентного права и развития конкуренции,96,104,102,101
83352884,Институт языков и культур,Кафедра иностранных языков,94,104,101,104
24725457,Химико-биологический факультет,Кафедра биологии и почвоведения,98,104,100,101
41978029,Аэрокосмический институт,Кафедра систем автоматизации производства,94,100,104,105
43918342,Архитектурно-строительный факультет,Кафедра строительных конструкций,93,100,104,106
64552638,Физический факультет,Кафедра медико-биологической техники,91,101,105,106
29426537,Физический факультет,Кафедра радиофизики и электроники,96,101,101,105
66445261,Институт языков и культур,Кафедра романской филологии и методики преподавания французского языка,93,103,103,104
39105221,Физический факультет,Кафедра физики и методики преподавания физики,94,104,105,100
57316175,Институт математики и информационных технологий,Кафедра статистики и эконометрики,100,101,101,101
31367498,Юридический факультет,Кафедра теории государства и права и конституционного права,90,105,102,106
58151595,Институт менеджмента экономики и предпринимательства,"Кафедра рекламы, связей с общественностью и прикладной политологии",96,105,100,102
90282630,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,90,106,103,104
35015961,Аэрокосмический институт,Кафедра материаловедения и технологии материалов,93,104,104,102
48759303,Юридический факультет,Кафедра уголовного права,91,104,104,104
61960786,Институт наук о Земле,Кафедра географии и регионоведения,97,102,103,101
85228282,Институт наук о Земле,"Кафедра геологии, геодезии и кадастра",93,102,104,104
26310635,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",91,105,102,105
88256482,Факультет прикладной биотехнологии и инженерии,Кафедра физического воспитания,91,102,104,106
14570862,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,95,102,104,102
34138925,Аэрокосмический институт,Кафедра управления и информатики в технических системах,95,105,103,100
69623974,Институт социальных и гуманитарных наук,"Кафедра философии, культурологии и социологии",91,102,105,105
5078832,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",95,106,102,100
55327589,Физический факультет,Кафедра биофизики и физики конденсированного состояния,97,101,101,104
75815245,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,96,102,103,102
34274574,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",96,104,101,102
23604617,Физический факультет,Кафедра биофизики и физики конденсированного состояния,94,103,103,103
76064649,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,98,102,102,101
56448765,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",89,104,105,105
30982293,Институт языков и культур,Кафедра теории и практики перевода,91,106,102,104
65938062,Химико-биологический факультет,Кафедра биохимии и микробиологии,92,102,103,106
72072722,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,88,105,104,106
18483511,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,94,103,102,104
6342807,Химико-биологический факультет,Кафедра химии,100,102,101,100
2519838,Юридический факультет,Кафедра организации судебной и прокурорско-следственной деятельности,99,101,100,103
36810636,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",97,101,101,104
19738275,Химико-биологический факультет,Кафедра химии,92,101,106,104
40307253,Юридический факультет,Кафедра гражданского права и процесса,89,105,106,103
67362056,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,93,103,105,102
61945243,Институт социальных и гуманитарных наук,Кафедра общей и профессиональной педагогики,90,104,103,106
41337593,Институт социальных и гуманитарных наук,Кафедра истории,95,103,104,101
75892131,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,98,103,101,101
14245506,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",94,103,104,102
68458113,Аэрокосмический институт,Кафедра летательных аппаратов,93,104,102,104
5877475,Факультет прикладной биотехнологии и инженерии,Кафедра биотехнологии животного сырья и аквакультуры,92,106,104,101
3366766,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,91,104,102,106
99461445,Физический факультет,Кафедра физики и методики преподавания физики,96,102,102,103
70459417,Институт менеджмента экономики и предпринимательства,"Кафедра бухгалтерского учета, анализа и аудита",99,101,102,101
57332069,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,95,100,102,106
2744958,Физический факультет,Кафедра биофизики и физики конденсированного состояния,92,102,104,105
62126587,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",96,106,100,101
26132086,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,94,105,101,103
19426189,Архитектурно-строительный факультет,Кафедра строительных конструкций,93,103,102,105
19821250,Физический факультет,Кафедра радиофизики и электроники,94,104,104,101
31800750,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,94,103,103,103
25340388,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,92,103,103,105
22585431,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,97,102,101,103
84809773,Институт математики и информационных технологий,Кафедра информатики,94,100,103,106
86111394,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,99,103,100,101
77471079,Юридический факультет,Кафедра гражданского права и процесса,97,103,102,101
83868511,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,90,103,105,105
28983069,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,98,103,101,101
28071575,Институт менеджмента экономики и предпринимательства,Кафедра менеджмента,98,104,100,101
72641001,Архитектурно-строительный факультет,Кафедра строительных конструкций,94,103,101,105
56354494,Физический факультет,Кафедра биофизики и физики конденсированного состояния,93,103,105,102
89117453,Архитектурно-строительный факультет,Кафедра архитектуры,94,104,104,101
97388885,Институт энергетики электроники и связи,"Кафедра автоматизированного электропривода, электромеханики и электротехники",96,102,103,102
95225655,Институт энергетики электроники и связи,Кафедра электро- и теплоэнергетики,97,101,103,102
30932797,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,97,104,102,100
12808646,Аэрокосмический институт,"Кафедра технологии машиностроения, металлообрабатывающих станков и комплексов",98,102,103,100
63503036,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,98,102,103,100
70328259,Транспортный факультет,"Кафедра метрологии, стандартизации и сертификации",97,100,103,103
66667198,Архитектурно-строительный факультет,Кафедра автомобильных дорог и строительных материалов,99,104,100,100
2375982,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,98,102,104,99
47675433,Архитектурно-строительный факультет,"Кафедра начертательной геометрии, инженерной и компьютерной графики",100,102,101,100
29027843,Институт языков и культур,Кафедра немецкой филологии и методики преподавания немецкого языка,97,103,101,102
25039505,Факультет прикладной биотехнологии и инженерии,Кафедра технологии пищевых производств,100,101,102,100
53382274,Институт энергетики электроники и связи,Кафедра промышленной электроники и информационно-измерительной техники,97,104,102,100
66636122,Физический факультет,Кафедра физики и методики преподавания физики,98,104,102,99
64805291,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,90,103,105,105
84262754,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,94,105,104,100
64702027,Институт наук о Земле,Кафедра экологии и природопользования,100,104,99,100
81945222,Институт менеджмента экономики и предпринимательства,Кафедра таможенного дела,95,104,103,101
26031753,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,96,101,101,105
25605626,Институт наук о Земле,Кафедра экологии и природопользования,98,102,101,102
12774244,Химико-биологический факультет,Кафедра биологии и почвоведения,95,103,101,104
7725948,Институт языков и культур,Кафедра журналистики,96,102,104,101
47197017,Факультет прикладной биотехнологии и инженерии,Кафедра машин и аппаратов химических и пищевых производств,95,103,104,101
21699271,Факультет подготовки иностранных граждан,Кафедра русского языка и общеобразовательных дисциплин,96,99,104,104
81324503,Институт языков и культур,Кафедра русской филологии и методики преподавания русского языка,98,100,100,105
69231048,Физический факультет,Кафедра радиофизики и электроники,92,104,103,104
69208042,Аэрокосмический институт,"Кафедра механики материалов, конструкций и машин",98,103,100,102
16142423,Архитектурно-строительный факультет,"Кафедра теплогазоснабжения, вентиляции и гидромеханики",98,102,101,102
61177932,Химико-биологический факультет,Кафедра биохимии и микробиологии,98,102,104,99
887069,Аэрокосмический институт,Кафедра систем автоматизации производства,98,102,99,104
7737221,Институт менеджмента экономики и предпринимательства,Кафедра государственного и муниципального управления,90,105,104,104
